date,equal_topk,vol_scaled,kelly,kelly_spy,topk_spy,spy_hold,cash
2022-08-15,515.3302831082126,102.97594865395428,340.039536547716,544.9871462333383,766.8821512038127,508.566478001522,121.42774112358592
2022-08-16,514.4277788655131,102.97594865395428,341.3222491148491,547.0429714720643,765.9159185240247,509.5626513451519,121.44015688127537
2022-08-17,502.950850564918,102.97594865395428,338.8273796503577,543.0444017660764,747.5206139008021,505.9457628988709,121.45247996021223
2022-08-18,504.4987323670471,102.97594865395428,339.5166350833544,544.1490831665639,750.3701582398451,507.4162954114197,121.46489824740112
2022-08-19,497.5365227609069,102.97594865395428,336.22654347792025,538.8759974157243,737.4765267128003,500.5975493860866,121.477458721208
2022-08-22,486.4583556843421,102.97594865395428,329.7047169727727,528.4233551984237,718.7000413564809,490.1738645659714,121.49048996921057
2022-08-23,494.72979608445377,102.97594865395428,328.4347847073304,526.3880131664954,730.9203773588814,488.98794755477394,121.50338180521561
2022-08-24,494.48388024873094,102.97594865395428,329.4135470087372,527.956692146887,730.5570580341356,490.55339007890683,121.51636889700238
2022-08-25,506.7933433868587,102.97594865395428,333.3981489182678,534.3428813694647,748.7432225085909,497.47880487832117,121.52959204183314
2022-08-26,484.92841722333833,102.97594865395428,323.80691941036895,518.9708547767705,716.4396899361636,480.63956978200383,121.54281662557754
2022-08-29,486.8994892145562,102.97594865395428,322.2991692604366,516.5543579782307,719.3517778981685,477.46149697254816,121.55655862344946
2022-08-30,473.5569770193337,102.97594865395428,319.0191005693635,511.297336122637,699.6393730140633,472.21995223384516,121.57025528561863
2022-08-31,467.93242056398026,102.97594865395428,316.85487573873655,507.8286961926303,691.3295785376429,468.6268103793604,121.5839065918522
2022-09-01,464.51906254528285,102.97594865395428,318.24190333467527,510.05170890148133,686.2866380258056,470.0973428919092,121.597606335516
2022-09-02,470.03797332419265,102.97594865395428,315.26644549030857,505.2828920285901,694.4403501754618,465.1404136545575,121.61116687983304
2022-09-06,465.8951400275746,102.97594865395428,314.5772498098992,504.1783063945894,687.7499465867133,463.38530381845766,121.6252448518476
2022-09-07,470.49456037166937,102.97594865395428,321.29712604192383,514.9483662761941,696.1048367436242,471.7101258884332,121.63941820822889
2022-09-08,474.8012520817132,102.97594865395428,323.1925877349596,517.9862549563454,703.0449938056247,474.79332686410504,121.65354633574374
2022-09-09,484.96716815966414,102.97594865395428,326.86906363940824,523.878605392131,719.4455733368252,482.1693160628418,121.66772299018224
2022-09-12,482.09181435720683,102.97594865395428,329.48453330987644,528.0704630985599,715.5951758722521,487.35157067765505,121.68241680337258
2022-09-13,460.34261155397877,102.97594865395428,317.4429580343158,508.77122568573526,683.311647835567,466.16018087878234,121.69758061492404
2022-09-14,467.91159655531186,102.97594865395428,317.0449140769482,508.13327386812034,694.546705125277,467.93903730667836,121.71251223161734
2022-09-15,455.74579801229044,102.97594865395428,314.5131199247904,504.0755243374539,676.4883467612634,462.62648185938866,121.7273520033788
2022-09-16,452.79204429912426,102.97594865395428,312.089016572407,500.1903726824346,672.1039290115559,459.097135109231,121.74209987799608
2022-09-19,450.5227281880757,102.97594865395428,314.6274360197159,504.2587406862765,668.7354593274963,462.65732952204354,121.7577391286214
