date,incumbent_weekly,ltr_weekly,monthly_reg,quintile_prob_weekly,spy_hold,cash
2023-11-07,151.87758333734106,127.95470458361595,488.2515105083208,278.7438628832836,246.4575317872725,112.54100610301882
2023-11-08,151.9888422059521,126.52490012896442,486.652505906578,280.629002982813,246.63807578556893,112.56398703666733
2023-11-09,150.80349636424418,124.98301912597015,478.59657330541495,280.0798924753873,244.71456999859075,112.58693022431551
2023-11-10,153.1567531026676,127.48187043246458,489.0469095621506,280.77111927356873,248.5332892240961,112.60983563693917
2023-11-13,153.0107779559219,125.53777759261534,490.82397944370047,277.42582729749745,248.2964098006903,112.63283062561533
2023-11-14,155.97929404330932,132.95705712821515,522.326191455214,287.6128871386286,253.1135337757492,112.65574537651322
2023-11-15,156.30950465976386,135.97164429073536,527.5660666787328,292.0596904878491,253.64937910402637,112.67866478933612
2023-11-16,156.50070752410468,133.2663312105646,520.6353518693668,288.4804900993544,253.95965126520124,112.7015463750374
2023-11-17,156.69535568279892,134.54125611766662,525.327439108723,290.41762370450715,254.27551423657974,112.72443260728791
2023-11-20,157.90153787475265,136.08540744474402,534.0822795368811,289.29996304177524,256.2328319617004,112.74740849751646
2023-11-21,157.5573924690342,134.84929462428735,529.239953058345,288.0258715611976,255.67437412081614,112.77034655887702
2023-11-22,158.16569539564125,136.32058889977554,531.8390235115793,289.83473126122,256.66149041919414,112.79333180744867
2023-11-24,158.2630304472634,137.28413680654364,534.6708317017255,291.4091231481263,256.8194397100114,112.81636426614098
2023-11-27,158.32004182453448,135.74593759646876,529.9639945879685,290.1482117880331,256.3569158989912,112.8394014280737
2023-11-28,158.48481299898435,136.18152403964874,530.9324034090714,290.7556659796079,256.61074580428834,112.86240075165158
2023-11-29,160.80364581261694,139.6137199308424,536.7526606698932,293.15466362547943,256.4302730265041,112.88531964849935
2023-11-30,161.8936911008754,139.60386635304985,530.4939687629134,295.8900370309626,257.43993061697705,112.90824319947309
2023-12-01,164.09137215547935,146.04586308056798,550.2617067555196,301.8595655039094,258.96294565901627,112.93108624029531
2023-12-04,163.6089881469601,147.41267921087135,552.0555742452408,302.7060194854474,257.6034885231261,112.95406167024281
2023-12-05,162.49631651641567,144.20593348694,542.4189384974377,300.9680786453464,257.5527439082203,112.97699918061572
2023-12-06,163.07130517956983,145.38287752596256,540.7819360017961,302.23878646723045,256.5148473846804,112.9999413488945
2023-12-07,164.25479053726306,147.50466708160076,542.7970980852732,302.3524704478312,258.47214730467306,113.022845560847
2023-12-08,164.54221173417884,148.3775031744166,547.9961118243727,301.4807198616027,259.58340095572584,113.04575441530571
2023-12-11,169.9527130581394,149.76699400755774,549.3029286303432,305.4258581107573,260.59305854619885,113.06875317408769
2023-12-12,168.50364909376253,146.5059995348372,541.6863718190555,305.3948034509728,261.7832601349682,113.0917566118858
2023-12-13,172.97072646057933,151.55150439289642,568.3364363459002,311.3335863993562,265.3932854547505,113.11467943408023
2023-12-14,180.09998753414726,162.51503841344112,615.0870220292925,312.420873079295,266.24501155953425,113.13756424006681
2023-12-15,179.01931913130016,163.05587684845182,615.1521124691986,309.8818132053593,265.80666711238837,113.1604963471123
2023-12-18,178.47327236215887,161.18876588682377,612.779061708949,312.05954549874014,267.30179932392144,113.18351844973438
2023-12-19,180.93685233749935,164.38438520307665,634.8479539655566,316.29399607959857,268.9272472675583,113.20641718289227
2023-12-20,177.9072352732066,159.83692849355188,610.4668078638291,311.3173662461636,265.2006339693889,113.22936324589541
2023-12-21,179.94474196129093,162.5721470972438,627.0268264025668,315.54040110473954,267.7152700071995,113.25222854436421
2023-12-22,180.4678318602519,163.7167696970038,627.414261044352,317.2393537131835,268.2532519508411,113.27518389297514
2023-12-26,180.78075592323256,164.60142938084903,635.9444667784131,317.59580369103634,269.3859785863067,113.29818661343619
2023-12-27,179.99196798431836,164.32828144399778,631.054226642651,317.72385409602833,269.8730734740182,113.32115127739135
2023-12-28,180.5513870699306,166.99700593955788,633.3315527758489,318.8697254259832,269.9750078320307,113.34416333242028
2023-12-29,179.869608131165,165.95972451361956,622.271856213666,318.1967065244807,269.19345173684127,113.36696629506321
2024-01-02,181.20522681777123,163.44578259392202,622.7848217738706,311.2150164557909,267.68692424336444,113.38985938080114
2024-01-03,179.29322808390873,157.5759802308455,593.2892328457212,305.99485441231013,265.50081062296675,113.41284262611545
2024-01-04,178.87036993147441,157.72209835703174,588.7688542535595,304.83421618573146,264.64559471308775,113.4358305299554
2024-01-05,180.86831502262436,158.88558277026883,589.7518621402236,308.0008974009037,265.0080893147955,113.45882309326518
2024-01-08,182.45029911711686,161.0988017263355,597.6604973795944,309.63916849476976,268.7913229201229,113.48186310522331
2024-01-09,182.1735107419104,159.77400854428225,595.3346527696821,307.41531124074,268.38354987781673,113.5048649989792
2024-01-10,183.2037745543656,166.65208107471955,596.9765685687105,311.19746265008285,269.90136582246913,113.52782874539152
2024-01-11,183.12305367592688,164.7676943990012,586.4500777918145,310.12671740233515,269.7824453723092,113.55079713771613
2024-01-12,183.24990595023334,161.94217506132827,573.0951044487084,307.11034631791756,269.96932799618685,113.57372734586617
2024-01-16,182.57716347719642,160.99607634072717,575.7800068041132,304.22325950981104,268.97822334912854,113.59666218449404
2024-01-17,181.5622727681061,159.1012820129849,566.7472243978093,301.8443961257111,267.48305552733933,113.61968734713318
2024-01-18,183.17685953770396,161.20000634898017,567.4403325248206,297.3234787209169,269.8617138023305,113.64263146682661
2024-01-19,185.46035759027063,162.7277993970593,558.1395802237657,297.6304317061504,273.22583249879216,113.66558021980714
2024-01-22,185.85250466957913,162.4698069868819,563.5002791092345,299.2932689119536,273.8035554882126,113.68853360701034
2024-01-23,186.3945274209222,164.41768103317352,568.1420197712665,301.1187532519895,274.6020798704214,113.71144874233192
2024-01-24,186.5983056409185,163.01254223913867,558.8959349931922,301.05060550889374,274.9022921342553,113.7343684964432
2024-01-25,187.61318426423574,167.0238084520712,556.41640580528,300.54722838799825,276.39744215091645,113.75729287027515
2024-01-26,187.37482864744152,165.2212808864976,555.3186962319821,301.36214963954444,276.04628941576834,113.78022186475889
2024-01-29,188.85874403843783,169.24076964064363,565.4075467543151,302.06363960055035,278.2324386464221,113.80319840245375
2024-01-30,188.712639127606,169.1760745410585,558.5386666615536,305.7051625424676,278.0171924535814,113.82613664968662
2024-01-31,185.6333775177641,167.41864083715814,548.5715342640513,304.24228285309744,273.48073071177157,113.84912245931619
2024-02-01,188.06298048116258,168.7015485923437,551.983585664928,309.5157834022975,277.060095601074,113.8721129106516
2024-02-02,190.04278722763422,167.25932971040294,551.95663400055,308.10081405382175,279.97680704021883,113.89515095685638
2024-02-05,189.35079211807192,161.5688647250195,538.9284951740733,304.46837544640067,278.9573388241974,113.91815070308937
2024-02-06,189.90054976418978,162.70585404867953,552.9097654777623,307.35216975027186,279.76725848834997,113.94119806343404
2024-02-07,191.48440241283095,160.5689851542337,569.1412198986453,309.0286797783001,282.10063832274267,113.96425008660738
2024-02-08,191.5689665671109,161.09124405937345,575.8891008949593,310.4740381224957,282.22522080361847,113.98730677355276
2024-02-09,192.6761200679367,162.15215549311864,581.1527467800989,311.4999525567019,283.856312972843,114.01041111682119
2024-02-12,192.59154382788364,164.46513468955433,586.4219864600204,315.70989406934103,283.7317126868392,114.03347714283933
2024-02-13,189.938982522602,159.90429081629176,567.9992534322901,311.34886827931257,279.82387879550805,114.05663384943445
2024-02-14,191.66507263468762,160.67541224537013,578.8908050386456,313.7808597475156,282.3668071817696,114.07970922700866
2024-02-15,192.98751001148722,162.23318755972178,581.1501729970425,316.356784275718,284.31506209671943,114.10278927307984
2024-02-16,192.02644933572017,162.22389675496507,581.346694507429,312.8986080377384,282.89919831520757,114.12591702375553
2024-02-20,190.96925842083027,161.2167712001745,564.5662978232298,310.7764216866663,281.34171254528843,114.14904946224694
2024-02-21,191.14225417677758,161.22311189271855,563.3750780307149,310.8619681248949,281.5965751480118,114.17218658950429
2024-02-22,195.09803647965273,165.67804680025137,579.1050939998171,319.69117779633444,287.4243538007138,114.19537146373963
2024-02-23,195.23257530564166,163.0963704763038,584.146772837939,315.77904352911827,287.622560486023,114.21860410804283
2024-02-26,194.51755679835128,160.48132213871395,582.6445882222462,313.8852407220947,286.56917350109086,114.24184147894528
2024-02-27,194.87888515629152,167.89776562480972,588.3828999860939,315.74613860191147,287.10149341401666,114.26504049795528
2024-02-28,194.62134941761045,167.65468562649409,589.5863910362323,316.1212559612666,286.72208394067366,114.2882011356962
2024-02-29,195.321006907309,169.9684789276253,597.0706120505146,319.14275457333576,287.75284060787067,114.31140956893259
2024-03-01,197.15473291449499,172.61359122082558,613.0405434612422,323.12531751166495,290.4543414644308,114.33453649147815
2024-03-04,196.9432923143624,170.53710867325017,606.6688292746187,325.44786598050604,290.1428407494214,114.35771121551812
2024-03-05,194.9750153954144,170.5175898326401,586.8874239752223,323.94165237985624,287.24311540242394,114.38084750558524
2024-03-06,195.96297900206997,172.48535507317328,598.5978648187915,325.7258175835096,288.6986133989464,114.40403161650868
2024-03-07,197.90818418019757,174.48610344623538,610.0467372604378,327.85405127788516,291.56434875652104,114.42722042667165
2024-03-08,196.72032188670613,177.29506260403627,595.774612459882,328.53593554121244,289.8143539422646,114.45041393702664
2024-03-11,196.77971708947481,181.6834049418685,589.6741185718613,332.34734467847363,289.56517117538505,114.47361214852636
2024-03-12,198.60574784362092,180.85820742772512,602.6443671293388,332.7457621746767,292.6801071049672,114.49685823306069
2024-03-13,197.68054072762797,181.0971463493471,598.1011855537988,332.8200319042307,292.22132237083474,114.52010903816281
2024-03-14,197.42195483490957,175.9384192793234,589.0870296926737,329.9395589161428,291.6436884070544,114.54336456479133
2024-03-15,195.71889996858224,175.31228022613305,585.6699912392363,327.75220815281205,289.64109224133534,114.56662481390504
2024-03-18,197.01843910177737,174.45255018661433,593.0608533927166,330.2977817454836,291.3624564097081,114.58988978646292
2024-03-19,198.1133001569263,172.88132213059743,590.4264750959682,335.2078654090371,292.98160133801974,114.61311626863586
2024-03-20,199.94568173348304,176.58782719640564,603.2210831823253,340.3251133424462,295.6914349945013,114.63634745863666
2024-03-21,200.6064727662947,178.26672874486297,612.9076964834783,346.60872448993194,296.66865164169064,114.65962658972825
2024-03-22,200.22613626154796,177.58482536522104,613.9686587359706,345.6426819243083,296.106187646998,114.68286720701052
2024-03-25,201.44642280338118,178.58346156256061,611.6162919621571,349.00789916411776,295.28811323420445,114.7060692810397
2024-03-26,200.66889027145425,177.20621924932144,606.697216717718,346.4880058903231,294.7427421624274,114.72923278240638
2024-03-27,202.08883503894674,181.8675977810713,607.4382645155346,354.1325438942234,297.2196847441835,114.75240096136162
2024-03-28,201.7150259323164,180.80180507606346,608.3547868296951,355.16991003309585,297.1628863857451,114.77561710311821
2024-04-01,201.29996104706433,181.6080751144566,610.3512793135544,354.2512036597288,296.6458966880592,114.79883794185051
2024-04-02,200.0200805574261,176.80125521418668,600.940446583091,351.1557514418976,294.759799475087,114.82202017672462
2024-04-03,200.23977343898082,179.45766697599325,610.7967411487541,352.78384431154007,295.08355011818594,114.8452070929703
2024-04-04,197.79565237442472,176.12615550746412,587.912641544036,346.96278778299614,291.4817685726848,114.86835536815755
2024-04-05,199.86199544153422,178.31651379887174,601.7657680792772,350.9685459180119,294.52683717984934,114.89159496923982
2024-04-08,199.08590669361325,178.63693240145835,597.0114947173494,353.7923323835147,294.69160583470483,114.91483927204398
2024-04-09,198.65674188393808,178.84355664357957,590.1857130758752,350.15360667847585,295.03246720584747,114.93808827752123
2024-04-10,197.0156619788366,177.05277723466472,584.3212356594934,342.04124226571963,292.07827597218443,114.9614286829314
2024-04-11,199.0712584852354,178.38899194544038,599.6422345130671,323.568725149387,294.2825864334361,114.98477382806306
2024-04-12,195.65157902591508,175.9266729564723,577.9388069411729,319.0155937566169,290.22057793843146,115.00812371387865
2024-04-15,191.09373719422194,173.60568369590246,564.5662691107725,313.53398221730197,286.58462835222707,115.03147834134091
2024-04-16,196.9172556418856,174.68997690290962,569.8250364251707,319.56702868259674,286.06194101356937,115.05483771141272
2024-04-17,195.4516231669133,175.70456341145297,559.6458313208846,321.5229653265925,284.3690116346719,115.0782018250571
2024-04-18,195.41981844236983,176.05962544830734,554.6172228584028,321.9183761897944,283.7838282966039,115.10157068323738
2024-04-19,183.8374731521141,177.24254994933762,517.8204633588313,312.99963662549425,281.3068679097198,115.12494428691706
2024-04-22,185.43954776977256,179.01707462116036,523.4703383172298,314.83328788526586,283.8974784288648,115.14819237501774
2024-04-23,193.6405490479083,182.96985333576487,541.6744887834958,319.85433834070574,287.2663688996404,115.17157544613507
2024-04-24,193.0780851199934,181.8803615031276,539.8211571636435,320.94785909995943,287.1299994240041,115.19500669568467
2024-04-25,197.39798469136983,185.92131423971904,541.3154428556593,319.49103990331264,286.039221670194,115.2184427122391
2024-04-26,202.72598330626906,192.03793158325058,558.1268052927305,323.8462128632326,288.7491621574438,115.24184004904828
2024-04-29,204.57480163178917,192.73285225448112,562.3737226746794,323.73018713351286,289.7717284657437,115.26524213713996
2024-04-30,200.3388735797761,188.60422153708512,550.4560191988883,315.7764481007239,285.1814062116216,115.288648977479
2024-05-01,196.35093988374248,186.81062895288466,535.3544516506563,316.4589551149339,284.255397112667,115.31210404522433
2024-05-02,199.50103549656393,192.24478385922924,545.9909379222108,319.1824878707022,286.91416566193817,115.3355204017816
2024-05-03,202.56672972131014,192.69750955589504,562.4722473151706,322.55701652063743,290.4705263258166,115.35894151348367
2024-05-06,207.55028226968903,197.4460194201557,576.140698708299,326.187156216349,293.4701562462303,115.3823673812962
2024-05-07,208.66760261176032,195.80546066272026,573.0800384168032,324.87978135174876,293.7939959149695,115.405798006185
2024-05-08,210.63564386295198,197.58102318628124,575.7758103577775,326.9987328127678,293.8223772890606,115.42923338911608
2024-05-09,211.36871024089544,197.64370393407398,577.0859154166193,331.31458153968566,295.5153066679581,115.45267353105567
2024-05-10,210.96327645353742,196.63463886918453,577.6794253741883,331.60404999233873,295.89601591564787,115.4761619690161
2024-05-13,211.08781146087318,197.7063490239843,576.319034241128,330.0715726829217,295.9357569614267,115.49961164071293
2024-05-14,212.0562657812236,201.9918694669403,594.7682508139128,331.2979951060585,297.29348699989737,115.52302251645209
2024-05-15,214.68222417801394,205.50312176220967,613.3365622589658,338.4292423641644,300.97496429849264,115.54648170409087
2024-05-16,214.2405109623325,204.3098633351919,607.4826046372365,337.3396154629963,300.3557019453616,115.56994565557213
2024-05-17,214.54849099339273,205.3661962207729,601.7901787649059,337.6676332595518,300.78747630026174,115.5934143718633
2024-05-20,214.79566243110384,207.19365299939145,605.4537914057539,337.20193431459404,301.1339997021202,115.61688785393193
2024-05-21,215.32249243722507,207.15762238440644,600.7799058021826,338.9777968332588,301.87259202335605,115.64036610274584
2024-05-22,214.7024683087154,203.52294917899422,597.8748347488456,337.5036997506054,301.0033456725838,115.66384911927298
2024-05-23,213.13424669076423,198.68370331011803,590.0893649777684,333.19003399023916,298.80476846256016,115.68738052015972
2024-05-24,214.54442692700349,201.98728538315774,604.7923196128642,335.47723088532734,300.7817786592899,115.71091670842671
2024-05-28,214.69436557635183,202.90595317566783,612.0932800594989,331.8406918020463,300.99198600089613,115.73445768504794
2024-05-29,213.1909912177241,201.00585424332385,603.5258400046283,327.8736363968521,298.88432177463,115.75800345099759
2024-05-30,211.77668341405825,203.02344033078987,599.8450210508475,325.1554536844774,296.90152491128816,115.78155400725001
